x-axis,1,2,3
second,Ampere,Ampere,Ampere
-1.670000E-03,-894.723594635E+00,-676.819076538E+00,+1.658040161133E+03
-1.665000E-03,-874.623092651E+00,-717.020080566E+00,+1.647989910095E+03
-1.660000E-03,-874.623092651E+00,-717.020080566E+00,+1.617839157136E+03
-1.655000E-03,-874.623092651E+00,-747.170833619E+00,+1.627889408081E+03
-1.650000E-03,-854.522590668E+00,-797.422088623E+00,+1.617839157104E+03
-1.645000E-03,-824.371837585E+00,-797.422088623E+00,+1.658040161133E+03
-1.640000E-03,-754.020080597E+00,-797.422088623E+00,+1.658040161133E+03
-1.635000E-03,-754.020080566E+00,-837.623092651E+00,+1.647989910157E+03
-1.630000E-03,-733.919578583E+00,-837.623092651E+00,+1.637939659150E+03
-1.625000E-03,-784.170833557E+00,-847.673343689E+00,+1.647989910095E+03
-1.620000E-03,-754.020080597E+00,-877.824096680E+00,+1.617839157136E+03
-1.615000E-03,-784.170833619E+00,-918.025100708E+00,+1.658040161133E+03
-1.610000E-03,-814.321586640E+00,-877.824096680E+00,+1.718341667206E+03
-1.605000E-03,-824.371837585E+00,-807.472339661E+00,+1.738442169189E+03
-1.600000E-03,-834.422088623E+00,-877.824096680E+00,+1.738442169189E+03
-1.595000E-03,-874.623092651E+00,-877.824096680E+00,+1.748492420166E+03
-1.590000E-03,-894.723594635E+00,-857.723594635E+00,+1.818844177246E+03
-1.585000E-03,-944.974849670E+00,-837.623092651E+00,+1.818844177246E+03
-1.580000E-03,-995.226104674E+00,-837.623092651E+00,+1.859045181243E+03
-1.575000E-03,-985.175853760E+00,-827.572841675E+00,+1.859045181274E+03
-1.570000E-03,-1.035427108765E+03,-837.623092651E+00,+1.899246185303E+03
-1.565000E-03,-1.065577861755E+03,-837.623092651E+00,+1.929396938293E+03
-1.560000E-03,-1.075628112793E+03,-837.623092651E+00,+1.939447189362E+03
-1.555000E-03,-1.075628112793E+03,-837.623092651E+00,+1.939447189331E+03
-1.550000E-03,-1.115829116821E+03,-837.623092651E+00,+1.979648193359E+03
-1.545000E-03,-1.145979869812E+03,-837.623092651E+00,+1.979648193359E+03
-1.540000E-03,-1.196231124878E+03,-837.623092651E+00,+2.019849197419E+03
-1.535000E-03,-1.196231124878E+03,-807.472339599E+00,+2.060050201416E+03
-1.530000E-03,-1.216331626923E+03,-817.522590668E+00,+2.100251205444E+03
-1.525000E-03,-1.266582881896E+03,-797.422088623E+00,+2.100251205444E+03
-1.520000E-03,-1.276633132935E+03,-797.422088623E+00,+2.140452209473E+03
-1.515000E-03,-1.286683383911E+03,-837.623092651E+00,+2.140452209473E+03
-1.510000E-03,-1.276633132935E+03,-817.522590606E+00,+2.160552711518E+03
-1.505000E-03,-1.236432128906E+03,-827.572841613E+00,+2.170602962463E+03
-1.500000E-03,-1.236432128906E+03,-877.824096680E+00,+2.140452209442E+03
-1.495000E-03,-1.196231124878E+03,-907.974849732E+00,+2.130401958496E+03
-1.490000E-03,-1.156030120850E+03,-918.025100708E+00,+2.100251205444E+03
-1.485000E-03,-1.156030120850E+03,-928.075351746E+00,+2.100251205444E+03
-1.480000E-03,-1.156030120819E+03,-958.226104736E+00,+2.100251205444E+03
-1.475000E-03,-1.105778865845E+03,-958.226104736E+00,+2.100251205444E+03
-1.470000E-03,-1.035427108765E+03,-978.326606720E+00,+2.100251205444E+03
-1.465000E-03,-1.035427108765E+03,-998.427108765E+00,+2.100251205444E+03
-1.460000E-03,-995.226104767E+00,-1.038628112793E+03,+2.060050201447E+03
-1.455000E-03,-995.226104736E+00,-1.088879367798E+03,+2.090200954468E+03
-1.450000E-03,-995.226104736E+00,-1.078829116821E+03,+2.060050201416E+03
-1.445000E-03,-985.175853698E+00,-1.078829116821E+03,+2.049999950378E+03
-1.440000E-03,-955.025100708E+00,-1.078829116821E+03,+2.100251205413E+03
-1.435000E-03,-924.874347656E+00,-1.038628112793E+03,+2.029899448364E+03
-1.430000E-03,-955.025100708E+00,-1.058728614838E+03,+2.019849197388E+03
-1.425000E-03,-955.025100708E+00,-1.028577861755E+03,+1.949497440369E+03
-1.420000E-03,-955.025100708E+00,-958.226104736E+00,+1.979648193329E+03
-1.415000E-03,-955.025100708E+00,-958.226104736E+00,+1.899246185303E+03
-1.410000E-03,-934.924598725E+00,-897.924598725E+00,+1.879145683319E+03
-1.405000E-03,-914.824096680E+00,-877.824096680E+00,+1.859045181274E+03
-1.400000E-03,-914.824096711E+00,-837.623092682E+00,+1.818844177277E+03
-1.395000E-03,-955.025100708E+00,-837.623092651E+00,+1.808793926270E+03
-1.390000E-03,-955.025100708E+00,-817.522590668E+00,+1.798743675201E+03
-1.385000E-03,-944.974849670E+00,-757.221084595E+00,+1.768592922180E+03
-1.380000E-03,-955.025100708E+00,-757.221084595E+00,+1.698241165192E+03
-1.375000E-03,-955.025100708E+00,-727.070331543E+00,+1.728391918213E+03
-1.370000E-03,-934.924598725E+00,-717.020080566E+00,+1.678140663178E+03
-1.365000E-03,-924.874347717E+00,-676.819076538E+00,+1.658040161133E+03
-1.360000E-03,-914.824096649E+00,-676.819076538E+00,+1.698241165130E+03
-1.355000E-03,-914.824096680E+00,-636.618072510E+00,+1.617839157104E+03
-1.350000E-03,-894.723594635E+00,-717.020080566E+00,+1.637939659149E+03
-1.345000E-03,-874.623092651E+00,-727.070331604E+00,+1.617839157104E+03
-1.340000E-03,-874.623092651E+00,-757.221084595E+00,+1.617839157135E+03
-1.335000E-03,-804.271335571E+00,-757.221084595E+00,+1.617839157104E+03
-1.330000E-03,-794.221084595E+00,-797.422088623E+00,+1.617839157104E+03
-1.325000E-03,-754.020080566E+00,-797.422088623E+00,+1.617839157104E+03
-1.320000E-03,-713.819076569E+00,-837.623092651E+00,+1.577638153107E+03
-1.315000E-03,-713.819076538E+00,-837.623092651E+00,+1.617839157104E+03
-1.310000E-03,-693.718574493E+00,-897.924598725E+00,+1.617839157104E+03
-1.305000E-03,-673.618072510E+00,-887.874347717E+00,+1.647989910095E+03
-1.300000E-03,-633.417068481E+00,-958.226104736E+00,+1.617839157135E+03
-1.295000E-03,-613.316566406E+00,-918.025100831E+00,+1.587688404175E+03
-1.290000E-03,-653.517570465E+00,-958.226104736E+00,+1.637939659149E+03
-1.285000E-03,-603.266315491E+00,-998.427108765E+00,+1.627889408142E+03
-1.280000E-03,-673.618072510E+00,-998.427108765E+00,+1.658040161164E+03
-1.275000E-03,-703.768825562E+00,-998.427108765E+00,+1.688190914185E+03
-1.270000E-03,-713.819076538E+00,-978.326606781E+00,+1.738442169189E+03
-1.265000E-03,-723.869327576E+00,-958.226104736E+00,+1.778643173218E+03
-1.260000E-03,-794.221084564E+00,-958.226104767E+00,+1.778643173187E+03
-1.255000E-03,-794.221084595E+00,-958.226104736E+00,+1.818844177246E+03
-1.250000E-03,-814.321586578E+00,-958.226104736E+00,+1.838944679230E+03
-1.245000E-03,-804.271335633E+00,-958.226104736E+00,+1.818844177246E+03
-1.240000E-03,-834.422088654E+00,-958.226104736E+00,+1.899246185272E+03
-1.235000E-03,-874.623092651E+00,-958.226104736E+00,+1.899246185303E+03
-1.230000E-03,-914.824096680E+00,-958.226104736E+00,+1.939447189331E+03
-1.225000E-03,-955.025100708E+00,-998.427108765E+00,+1.929396938293E+03
-1.220000E-03,-995.226104767E+00,-998.427108765E+00,+1.939447189362E+03
-1.215000E-03,-995.226104736E+00,-958.226104736E+00,+1.979648193359E+03
-1.210000E-03,-1.015326606720E+03,-958.226104736E+00,+2.019849197388E+03
-1.205000E-03,-1.035427108765E+03,-958.226104736E+00,+2.060050201416E+03
-1.200000E-03,-1.035427108765E+03,-958.226104736E+00,+2.100251205414E+03
-1.195000E-03,-1.085678363769E+03,-958.226104736E+00,+2.100251205444E+03
-1.190000E-03,-1.115829116821E+03,-978.326606720E+00,+2.100251205444E+03
-1.185000E-03,-1.156030120850E+03,-958.226104736E+00,+2.130401958435E+03
-1.180000E-03,-1.115829116821E+03,-958.226104736E+00,+2.140452209473E+03
-1.175000E-03,-1.105778865845E+03,-988.376857788E+00,+2.150502460449E+03
-1.170000E-03,-1.075628112793E+03,-998.427108765E+00,+2.180653213501E+03
-1.165000E-03,-1.075628112793E+03,-1.038628112793E+03,+2.140452209473E+03
-1.160000E-03,-1.035427108795E+03,-1.078829116821E+03,+2.140452209473E+03
-1.155000E-03,-1.065577861817E+03,-1.119030120850E+03,+2.100251205444E+03
-1.150000E-03,-995.226104736E+00,-1.119030120850E+03,+2.140452209473E+03
-1.145000E-03,-955.025100708E+00,-1.149180873840E+03,+2.140452209473E+03
-1.140000E-03,-955.025100677E+00,-1.159231124878E+03,+2.140452209473E+03
-1.135000E-03,-874.623092651E+00,-1.189381877930E+03,+2.140452209473E+03
-1.130000E-03,-874.623092651E+00,-1.219532630951E+03,+2.100251205444E+03
-1.125000E-03,-874.623092651E+00,-1.239633132935E+03,+2.100251205444E+03
-1.120000E-03,-874.623092651E+00,-1.239633132935E+03,+2.100251205444E+03
-1.115000E-03,-834.422088623E+00,-1.239633132935E+03,+2.100251205444E+03
-1.110000E-03,-834.422088623E+00,-1.179331626861E+03,+2.080150703399E+03
-1.105000E-03,-794.221084595E+00,-1.159231124878E+03,+2.060050201416E+03
-1.100000E-03,-794.221084595E+00,-1.159231124847E+03,+2.019849197388E+03
-1.095000E-03,-854.522590699E+00,-1.129080371826E+03,+1.969597942383E+03
-1.090000E-03,-834.422088623E+00,-1.119030120850E+03,+1.939447189331E+03
-1.085000E-03,-864.572841614E+00,-1.078829116821E+03,+1.969597942322E+03
-1.080000E-03,-834.422088623E+00,-1.038628112793E+03,+1.899246185333E+03
-1.075000E-03,-794.221084595E+00,-1.008477359741E+03,+1.899246185303E+03
-1.070000E-03,-794.221084595E+00,-998.427108765E+00,+1.818844177246E+03
-1.065000E-03,-824.371837585E+00,-998.427108765E+00,+1.828894428284E+03
-1.060000E-03,-834.422088623E+00,-958.226104736E+00,+1.778643173218E+03
-1.055000E-03,-834.422088623E+00,-958.226104736E+00,+1.738442169189E+03
-1.050000E-03,-814.321586578E+00,-918.025100708E+00,+1.738442169189E+03
-1.045000E-03,-794.221084595E+00,-877.824096680E+00,+1.708291416199E+03
-1.040000E-03,-794.221084595E+00,-837.623092651E+00,+1.738442169159E+03
-1.035000E-03,-794.221084595E+00,-867.773845703E+00,+1.658040161133E+03
-1.030000E-03,-794.221084595E+00,-837.623092651E+00,+1.658040161133E+03
-1.025000E-03,-834.422088623E+00,-797.422088623E+00,+1.617839157104E+03
-1.020000E-03,-874.623092621E+00,-717.020080536E+00,+1.658040161102E+03
-1.015000E-03,-754.020080566E+00,-797.422088623E+00,+1.577638153076E+03
-1.010000E-03,-754.020080566E+00,-797.422088623E+00,+1.597738655121E+03
-1.005000E-03,-713.819076538E+00,-827.572841614E+00,+1.557537651123E+03
-1.000000E-03,-673.618072510E+00,-877.824096680E+00,+1.577638153076E+03
-995.000E-06,-673.618072510E+00,-877.824096680E+00,+1.577638153076E+03
-990.000E-06,-653.517570526E+00,-918.025100708E+00,+1.577638153137E+03
-985.000E-06,-593.216064453E+00,-958.226104736E+00,+1.577638153076E+03
-980.000E-06,-633.417068420E+00,-958.226104736E+00,+1.577638153076E+03
-975.000E-06,-553.015060425E+00,-998.427108765E+00,+1.577638153076E+03
-970.000E-06,-532.914558441E+00,-998.427108765E+00,+1.597738655121E+03
-965.000E-06,-522.864307434E+00,-1.038628112793E+03,+1.577638153076E+03
-960.000E-06,-633.417068359E+00,-757.221084900E+00,+1.416834137055E+03
-955.000E-06,-502.763805420E+00,-1.088879367798E+03,+1.577638153076E+03
-950.000E-06,-492.713554352E+00,-1.078829116821E+03,+1.617839157104E+03
-945.000E-06,-553.015060425E+00,-1.108979869812E+03,+1.658040161133E+03
-940.000E-06,-553.015060425E+00,-1.119030120850E+03,+1.658040161133E+03
-935.000E-06,-583.165813477E+00,-1.108979869873E+03,+1.728391918213E+03
-930.000E-06,-593.216064453E+00,-1.078829116821E+03,+1.738442169189E+03
-925.000E-06,-633.417068481E+00,-1.088879367859E+03,+1.778643173218E+03
-920.000E-06,-673.618072510E+00,-1.119030120850E+03,+1.738442169220E+03
-915.000E-06,-683.668323486E+00,-1.078829116821E+03,+1.848994930298E+03
-910.000E-06,-673.618072510E+00,-1.098929618866E+03,+1.818844177246E+03
-905.000E-06,-713.819076538E+00,-1.078829116821E+03,+1.869095432312E+03
-900.000E-06,-754.020080536E+00,-1.078829116852E+03,+1.899246185303E+03
-895.000E-06,-794.221084595E+00,-1.108979869873E+03,+1.909296436279E+03
-890.000E-06,-834.422088623E+00,-1.098929618805E+03,+1.959547691376E+03
-885.000E-06,-874.623092651E+00,-1.129080371887E+03,+1.939447189331E+03
-880.000E-06,-874.623092651E+00,-1.119030120850E+03,+2.019849197388E+03
-875.000E-06,-874.623092651E+00,-1.119030120850E+03,+2.029899448364E+03
-870.000E-06,-874.623092651E+00,-1.078829116821E+03,+2.080150703461E+03
-865.000E-06,-904.773845642E+00,-1.119030120850E+03,+2.100251205444E+03
-860.000E-06,-914.824096741E+00,-1.119030120850E+03,+2.060050201446E+03
-855.000E-06,-965.075351685E+00,-1.119030120850E+03,+2.130401958496E+03
-850.000E-06,-1.035427108765E+03,-1.139130622894E+03,+2.140452209473E+03
-845.000E-06,-995.226104736E+00,-1.129080371887E+03,+2.180653213501E+03
-840.000E-06,-914.824096680E+00,-1.159231124848E+03,+2.180653213501E+03
-835.000E-06,-914.824096680E+00,-1.159231124878E+03,+2.180653213501E+03
-830.000E-06,-874.623092651E+00,-1.199432128906E+03,+2.160552711517E+03
-825.000E-06,-874.623092651E+00,-1.239633132935E+03,+2.140452209473E+03
-820.000E-06,-874.623092651E+00,-1.279834136963E+03,+2.100251205475E+03
-815.000E-06,-874.623092651E+00,-1.279834136963E+03,+2.140452209473E+03
-810.000E-06,-794.221084595E+00,-1.320035140991E+03,+2.140452209473E+03
-805.000E-06,-754.020080566E+00,-1.330085392029E+03,+2.180653213501E+03
-800.000E-06,-754.020080536E+00,-1.320035141022E+03,+2.140452209473E+03
-795.000E-06,-754.020080566E+00,-1.360236145020E+03,+2.100251205444E+03
-790.000E-06,-673.618072510E+00,-1.400437149048E+03,+2.100251205444E+03
-785.000E-06,-673.618072510E+00,-1.360236145020E+03,+2.100251205444E+03
-780.000E-06,-673.618072510E+00,-1.320035140991E+03,+2.060050201446E+03
-775.000E-06,-703.768825561E+00,-1.279834136963E+03,+2.049999950439E+03
-770.000E-06,-693.718574554E+00,-1.279834136963E+03,+1.999748695404E+03
-765.000E-06,-703.768825501E+00,-1.239633132935E+03,+1.979648193359E+03
-760.000E-06,-673.618072540E+00,-1.239633132935E+03,+1.939447189331E+03
-755.000E-06,-673.618072510E+00,-1.229582881958E+03,+1.909296436279E+03
-750.000E-06,-653.517570526E+00,-1.179331626862E+03,+1.879145683319E+03
-745.000E-06,-663.567821472E+00,-1.159231124878E+03,+1.889195934265E+03
-740.000E-06,-633.417068512E+00,-1.119030120850E+03,+1.859045181274E+03
-735.000E-06,-673.618072510E+00,-1.119030120850E+03,+1.818844177246E+03
-730.000E-06,-673.618072510E+00,-1.078829116821E+03,+1.818844177246E+03
-725.000E-06,-673.618072510E+00,-1.078829116821E+03,+1.768592922180E+03
-720.000E-06,-633.417068481E+00,-1.038628112823E+03,+1.778643173187E+03
-715.000E-06,-663.567821533E+00,-1.008477359741E+03,+1.738442169189E+03
-710.000E-06,-633.417068542E+00,-1.018527610809E+03,+1.698241165161E+03
-705.000E-06,-633.417068481E+00,-998.427108765E+00,+1.658040161133E+03
-700.000E-06,-673.618072510E+00,-958.226104736E+00,+1.658040161102E+03
-695.000E-06,-663.567821533E+00,-958.226104736E+00,+1.617839157104E+03
-690.000E-06,-653.517570465E+00,-938.125602753E+00,+1.597738655060E+03
-685.000E-06,-633.417068481E+00,-918.025100708E+00,+1.607788906067E+03
-680.000E-06,-713.819076629E+00,-797.422088775E+00,+1.617839157196E+03
-675.000E-06,-633.417068481E+00,-877.824096680E+00,+1.537437149048E+03
-670.000E-06,-613.316566498E+00,-918.025100708E+00,+1.537437149048E+03
-665.000E-06,-593.216064453E+00,-958.226104736E+00,+1.537437149048E+03
-660.000E-06,-553.015060394E+00,-958.226104736E+00,+1.577638153046E+03
-655.000E-06,-502.763805420E+00,-988.376857788E+00,+1.577638153076E+03
-650.000E-06,-472.613052368E+00,-1.018527610809E+03,+1.577638153076E+03
-645.000E-06,-472.613052368E+00,-1.068778865784E+03,+1.577638153076E+03
-640.000E-06,-432.412048370E+00,-1.078829116821E+03,+1.537437149048E+03
-635.000E-06,-432.412048340E+00,-1.119030120850E+03,+1.547487400025E+03
-630.000E-06,-392.211044312E+00,-1.159231124878E+03,+1.537437149048E+03
-625.000E-06,-352.010040283E+00,-1.189381877869E+03,+1.577638153076E+03
-620.000E-06,-352.010040283E+00,-1.199432128906E+03,+1.577638153076E+03
-615.000E-06,-392.211044312E+00,-1.199432128906E+03,+1.607788906128E+03
-610.000E-06,-392.211044312E+00,-1.199432128906E+03,+1.637939659088E+03
-605.000E-06,-472.613052368E+00,-1.199432128906E+03,+1.658040161133E+03
-600.000E-06,-472.613052368E+00,-1.199432128906E+03,+1.698241165161E+03
-595.000E-06,-472.613052368E+00,-1.199432128906E+03,+1.738442169189E+03
-590.000E-06,-472.613052368E+00,-1.199432128906E+03,+1.758542671173E+03
-585.000E-06,-512.814056396E+00,-1.229582881897E+03,+1.778643173218E+03
-580.000E-06,-553.015060455E+00,-1.239633132904E+03,+1.778643173248E+03
-575.000E-06,-583.165813476E+00,-1.229582881958E+03,+1.818844177246E+03
-570.000E-06,-613.316566437E+00,-1.219532630951E+03,+1.859045181274E+03
-565.000E-06,-623.366817444E+00,-1.199432128906E+03,+1.899246185303E+03
-560.000E-06,-633.417068481E+00,-1.239633132935E+03,+1.899246185303E+03
-555.000E-06,-673.618072510E+00,-1.239633132935E+03,+1.909296436280E+03
-550.000E-06,-693.718574554E+00,-1.239633132935E+03,+1.919346687347E+03
-545.000E-06,-713.819076538E+00,-1.239633132935E+03,+1.979648193359E+03
-540.000E-06,-754.020080536E+00,-1.199432128906E+03,+2.019849197388E+03
-535.000E-06,-723.869327515E+00,-1.239633132935E+03,+2.060050201416E+03
-530.000E-06,-774.120582550E+00,-1.239633132935E+03,+2.060050201416E+03
-525.000E-06,-824.371837586E+00,-1.239633132935E+03,+2.100251205444E+03
-520.000E-06,-834.422088623E+00,-1.239633132965E+03,+2.100251205444E+03
-515.000E-06,-834.422088623E+00,-1.289884387940E+03,+2.100251205444E+03
-510.000E-06,-834.422088623E+00,-1.279834136963E+03,+2.140452209473E+03
-505.000E-06,-754.020080566E+00,-1.289884388000E+03,+2.170602962464E+03
-500.000E-06,-794.221084564E+00,-1.320035140991E+03,+2.140452209473E+03
-495.000E-06,-713.819076538E+00,-1.360236145020E+03,+2.130401958496E+03
-490.000E-06,-733.919578583E+00,-1.400437149048E+03,+2.100251205444E+03
-485.000E-06,-703.768825501E+00,-1.440638153076E+03,+2.100251205444E+03
-480.000E-06,-633.417068512E+00,-1.480839157074E+03,+2.140452209442E+03
-475.000E-06,-623.366817505E+00,-1.480839157104E+03,+2.110301456421E+03
-470.000E-06,-553.015060425E+00,-1.500939659149E+03,+2.140452209473E+03
-465.000E-06,-553.015060425E+00,-1.480839157104E+03,+2.140452209473E+03
-460.000E-06,-553.015060425E+00,-1.480839157104E+03,+2.100251205444E+03
-455.000E-06,-553.015060425E+00,-1.450688404053E+03,+2.049999950439E+03
-450.000E-06,-573.115562469E+00,-1.460738655060E+03,+2.019849197388E+03
-445.000E-06,-553.015060425E+00,-1.440638153076E+03,+2.009798946350E+03
-440.000E-06,-553.015060455E+00,-1.400437149018E+03,+1.979648193359E+03
-435.000E-06,-512.814056396E+00,-1.360236145020E+03,+1.949497440308E+03
-430.000E-06,-532.914558381E+00,-1.360236145020E+03,+1.939447189331E+03
-425.000E-06,-542.964809388E+00,-1.320035140991E+03,+1.869095432312E+03
-420.000E-06,-553.015060425E+00,-1.320035140991E+03,+1.899246185303E+03
-415.000E-06,-553.015060425E+00,-1.279834136963E+03,+1.828894428223E+03
-410.000E-06,-553.015060425E+00,-1.279834136963E+03,+1.838944679290E+03
-405.000E-06,-522.864307434E+00,-1.239633132935E+03,+1.828894428283E+03
-400.000E-06,-512.814056396E+00,-1.239633132904E+03,+1.818844177246E+03
-395.000E-06,-482.663303345E+00,-1.199432128906E+03,+1.748492420166E+03
-390.000E-06,-512.814056396E+00,-1.179331626922E+03,+1.738442169189E+03
-385.000E-06,-522.864307434E+00,-1.159231124878E+03,+1.708291416198E+03
-380.000E-06,-512.814056396E+00,-1.159231124878E+03,+1.658040161163E+03
-375.000E-06,-502.763805420E+00,-1.119030120850E+03,+1.678140663207E+03
-370.000E-06,-472.613052368E+00,-1.119030120850E+03,+1.637939659149E+03
-365.000E-06,-502.763805359E+00,-1.108979869812E+03,+1.658040161133E+03
-360.000E-06,-512.814056366E+00,-1.078829116821E+03,+1.577638153106E+03
-355.000E-06,-482.663303345E+00,-1.048678363770E+03,+1.567587902099E+03
-350.000E-06,-472.613052368E+00,-1.058728614837E+03,+1.557537651032E+03
-345.000E-06,-442.462299377E+00,-998.427108765E+00,+1.537437149048E+03
-340.000E-06,-512.814056517E+00,-918.025100678E+00,+1.376633133145E+03
-335.000E-06,-432.412048340E+00,-998.427108765E+00,+1.457035140991E+03
-330.000E-06,-452.512550384E+00,-998.427108765E+00,+1.477135643036E+03
-325.000E-06,-402.261295349E+00,-1.068778865784E+03,+1.467085392028E+03
-320.000E-06,-392.211044342E+00,-1.078829116821E+03,+1.497236145020E+03
-315.000E-06,-341.959789306E+00,-1.119030120850E+03,+1.467085391968E+03
-310.000E-06,-291.708534271E+00,-1.119030120850E+03,+1.537437149048E+03
-305.000E-06,-261.557781189E+00,-1.159231124878E+03,+1.507286396057E+03
-300.000E-06,-271.608032227E+00,-1.199432128906E+03,+1.497236145020E+03
-295.000E-06,-231.407028198E+00,-1.239633132935E+03,+1.457035140991E+03
-290.000E-06,-251.507530243E+00,-1.259733634979E+03,+1.497236145020E+03
-285.000E-06,-231.407028198E+00,-1.320035140991E+03,+1.527386898011E+03
-280.000E-06,-271.608032227E+00,-1.279834136963E+03,+1.577638153076E+03
-275.000E-06,-271.608032227E+00,-1.279834136963E+03,+1.587688404053E+03
-270.000E-06,-291.708534211E+00,-1.279834136963E+03,+1.637939659089E+03
-265.000E-06,-341.959789246E+00,-1.279834136963E+03,+1.658040161133E+03
-260.000E-06,-352.010040313E+00,-1.279834136963E+03,+1.698241165161E+03
-255.000E-06,-392.211044312E+00,-1.289884387940E+03,+1.698241165161E+03
-250.000E-06,-392.211044312E+00,-1.320035140991E+03,+1.738442169189E+03
-245.000E-06,-432.412048340E+00,-1.320035140991E+03,+1.808793926209E+03
-240.000E-06,-432.412048340E+00,-1.320035140961E+03,+1.859045181244E+03
-235.000E-06,-442.462299317E+00,-1.309984890014E+03,+1.828894428223E+03
-230.000E-06,-472.613052368E+00,-1.340135642975E+03,+1.838944679230E+03
-225.000E-06,-512.814056396E+00,-1.360236145020E+03,+1.859045181274E+03
-220.000E-06,-512.814056427E+00,-1.400437149018E+03,+1.899246185303E+03
-215.000E-06,-583.165813476E+00,-1.370286395996E+03,+1.929396938354E+03
-210.000E-06,-553.015060425E+00,-1.380336647004E+03,+1.979648193359E+03
-205.000E-06,-553.015060425E+00,-1.390386898011E+03,+2.019849197388E+03
-200.000E-06,-593.216064423E+00,-1.360236145020E+03,+2.019849197388E+03
-195.000E-06,-593.216064453E+00,-1.360236145020E+03,+2.049999950439E+03
-190.000E-06,-653.517570526E+00,-1.380336647004E+03,+2.060050201416E+03
-185.000E-06,-683.668323547E+00,-1.400437149048E+03,+2.070100452453E+03
-180.000E-06,-673.618072510E+00,-1.440638153076E+03,+2.100251205474E+03
-175.000E-06,-643.467319459E+00,-1.390386898071E+03,+2.170602962524E+03
-170.000E-06,-593.216064453E+00,-1.420537651032E+03,+2.180653213501E+03
-165.000E-06,-623.366817444E+00,-1.480839157104E+03,+2.110301456481E+03
-160.000E-06,-553.015060455E+00,-1.521040161133E+03,+2.100251205474E+03
-155.000E-06,-563.065311402E+00,-1.561241165161E+03,+2.100251205444E+03
-150.000E-06,-532.914558381E+00,-1.561241165161E+03,+2.120351707429E+03
-145.000E-06,-422.361797303E+00,-1.601442169189E+03,+2.140452209473E+03
-140.000E-06,-392.211044342E+00,-1.561241165161E+03,+2.140452209473E+03
-135.000E-06,-442.462299317E+00,-1.591391918212E+03,+2.100251205444E+03
-130.000E-06,-432.412048340E+00,-1.561241165161E+03,+2.080150703400E+03
-125.000E-06,-432.412048340E+00,-1.561241165161E+03,+2.019849197388E+03
-120.000E-06,-432.412048340E+00,-1.561241165191E+03,+1.979648193359E+03
-115.000E-06,-432.412048340E+00,-1.521040161133E+03,+1.969597942382E+03
-110.000E-06,-392.211044312E+00,-1.500939659149E+03,+1.939447189331E+03
-105.000E-06,-432.412048340E+00,-1.450688404113E+03,+1.969597942322E+03
-100.000E-06,-392.211044312E+00,-1.440638153076E+03,+1.899246185303E+03
-95.000E-06,-422.361797363E+00,-1.470788906127E+03,+1.869095432252E+03
-90.000E-06,-412.311546356E+00,-1.440638153076E+03,+1.838944679290E+03
-85.000E-06,-402.261295349E+00,-1.400437149048E+03,+1.808793926209E+03
-80.000E-06,-392.211044282E+00,-1.360236145050E+03,+1.818844177216E+03
-75.000E-06,-392.211044312E+00,-1.360236145020E+03,+1.818844177246E+03
-70.000E-06,-331.909538299E+00,-1.360236145020E+03,+1.758542671174E+03
-65.000E-06,-352.010040283E+00,-1.309984889954E+03,+1.738442169189E+03
-60.000E-06,-352.010040313E+00,-1.360236144990E+03,+1.698241165161E+03
-55.000E-06,-362.060291260E+00,-1.309984890014E+03,+1.698241165161E+03
-50.000E-06,-352.010040283E+00,-1.279834136963E+03,+1.658040161133E+03
-45.000E-06,-352.010040283E+00,-1.279834136963E+03,+1.627889408142E+03
-40.000E-06,-311.809036255E+00,-1.239633132935E+03,+1.658040161103E+03
-35.000E-06,-311.809036255E+00,-1.229582881957E+03,+1.607788906127E+03
-30.000E-06,-331.909538239E+00,-1.199432128906E+03,+1.577638153076E+03
-25.000E-06,-341.959789246E+00,-1.199432128906E+03,+1.537437149048E+03
-20.000E-06,-311.809036255E+00,-1.199432128876E+03,+1.497236145050E+03
-15.000E-06,-271.608032227E+00,-1.159231124878E+03,+1.497236145020E+03
-10.000E-06,-271.608032227E+00,-1.119030120850E+03,+1.497236145020E+03
-5.000E-06,-281.658283264E+00,-1.119030120850E+03,+1.457035140991E+03
-0.0E+00,-352.010040403E+00,-998.427108345E+00,+1.055025100648E+03
+5.000E-06,-281.658283204E+00,-1.119030120850E+03,+1.416834136963E+03
+10.000E-06,-251.507530182E+00,-1.159231124878E+03,+1.396733634979E+03
+15.000E-06,-241.457279235E+00,-1.189381877869E+03,+1.416834136963E+03
+20.000E-06,-191.206024200E+00,-1.199432128906E+03,+1.457035140961E+03
+25.000E-06,-191.206024170E+00,-1.209482379883E+03,+1.457035140991E+03
+30.000E-06,-130.904518157E+00,-1.239633132935E+03,+1.477135643035E+03
+35.000E-06,-110.804016113E+00,-1.279834136963E+03,+1.457035140991E+03
+40.000E-06,-70.603012085E+00,-1.320035140961E+03,+1.497236144960E+03
+45.000E-06,-110.804016113E+00,-1.360236145020E+03,+1.457035140991E+03
+50.000E-06,-151.005020142E+00,-1.380336647064E+03,+1.477135642975E+03
+55.000E-06,-151.005020142E+00,-1.360236145020E+03,+1.537437149048E+03
+60.000E-06,-151.005020142E+00,-1.360236145050E+03,+1.577638153076E+03
+65.000E-06,-191.206024170E+00,-1.400437149048E+03,+1.617839157104E+03
