x-axis,1,2,3
second,Ampere,Ampere,Ampere
-3.690000E-03,-1.919849197388E+03,+267.904518114E+00,+1.698241165161E+03
-3.685000E-03,-1.919849197388E+03,+257.854267134E+00,+1.708291416182E+03
-3.680000E-03,-1.960050201416E+03,+288.005020142E+00,+1.738442169176E+03
-3.675000E-03,-2.000251205444E+03,+247.804016113E+00,+1.738442169189E+03
-3.670000E-03,-2.040452209473E+03,+267.904518114E+00,+1.738442169189E+03
-3.665000E-03,-2.040452209473E+03,+207.603012085E+00,+1.788693424238E+03
-3.660000E-03,-2.040452209459E+03,+207.603012085E+00,+1.818844177246E+03
-3.655000E-03,-2.000251205444E+03,+207.603012085E+00,+1.859045181274E+03
-3.650000E-03,-1.960050201416E+03,+147.301506056E+00,+1.859045181274E+03
-3.645000E-03,-1.960050201416E+03,+157.351757036E+00,+1.848994930253E+03
-3.640000E-03,-1.960050201416E+03,+87.000000014E+00,+1.818844177246E+03
-3.635000E-03,-1.949999950423E+03,+117.150753035E+00,+1.808793926253E+03
-3.630000E-03,-1.899748695388E+03,+127.201004028E+00,+1.818844177246E+03
-3.625000E-03,-1.839447189331E+03,+127.201004028E+00,+1.818844177246E+03
-3.620000E-03,-1.839447189331E+03,+127.201004028E+00,+1.778643173218E+03
-3.615000E-03,-1.829396938338E+03,+87.000000000E+00,+1.748492420182E+03
-3.610000E-03,-1.819346687303E+03,+87.000000000E+00,+1.738442169189E+03
-3.605000E-03,-1.799246185303E+03,+46.798995972E+00,+1.698241165161E+03
-3.600000E-03,-1.759045181274E+03,+46.798995972E+00,+1.738442169189E+03
-3.595000E-03,-1.718844177246E+03,+46.798995972E+00,+1.698241165161E+03
-3.590000E-03,-1.698743675246E+03,+46.798995972E+00,+1.698241165161E+03
-3.585000E-03,-1.668592922196E+03,+46.798995972E+00,+1.658040161133E+03
-3.580000E-03,-1.678643173218E+03,+46.798995972E+00,+1.658040161118E+03
-3.575000E-03,-1.648492420182E+03,+6.597991943E+00,+1.627889408097E+03
-3.570000E-03,-1.618341667190E+03,+6.597991943E+00,+1.617839157104E+03
-3.565000E-03,-1.588190914139E+03,-23.552761063E+00,+1.617839157104E+03
-3.560000E-03,-1.558040161133E+03,+6.597991943E+00,+1.617839157104E+03
-3.555000E-03,-1.558040161133E+03,+6.597991943E+00,+1.617839157104E+03
-3.550000E-03,-1.537939659104E+03,+6.597991943E+00,+1.597738655075E+03
-3.545000E-03,-1.517839157104E+03,-33.603012085E+00,+1.557537651092E+03
-3.540000E-03,-1.477638153076E+03,-33.603012085E+00,+1.577638153076E+03
-3.535000E-03,-1.477638153076E+03,-3.452259049E+00,+1.577638153076E+03
-3.530000E-03,-1.437437149048E+03,-73.804016113E+00,+1.537437149048E+03
-3.525000E-03,-1.437437149048E+03,-63.753765091E+00,+1.507286396042E+03
-3.520000E-03,-1.397236145020E+03,-73.804016098E+00,+1.497236145035E+03
-3.515000E-03,-1.387185894028E+03,-103.954769150E+00,+1.497236145020E+03
-3.510000E-03,-1.357035140991E+03,-114.005020142E+00,+1.477135643021E+03
-3.505000E-03,-1.357035140991E+03,-114.005020142E+00,+1.467085392014E+03
-3.500000E-03,-1.316834136963E+03,-114.005020142E+00,+1.497236145004E+03
-3.495000E-03,-1.306783885971E+03,-124.055271133E+00,+1.457035140991E+03
-3.490000E-03,-1.276633132935E+03,-114.005020142E+00,+1.477135642990E+03
-3.485000E-03,-1.246482379929E+03,-124.055271164E+00,+1.426884387985E+03
-3.480000E-03,-1.075628112870E+03,-355.211044219E+00,+1.376633132888E+03
-3.475000E-03,-1.196231124878E+03,-154.206024170E+00,+1.457035140991E+03
-3.470000E-03,-1.216331626876E+03,-214.507530228E+00,+1.457035140991E+03
-3.465000E-03,-1.206281375901E+03,-194.407028198E+00,+1.497236145020E+03
-3.460000E-03,-1.276633132935E+03,-194.407028198E+00,+1.497236145020E+03
-3.455000E-03,-1.306783885972E+03,-184.356777207E+00,+1.527386898057E+03
-3.450000E-03,-1.357035140991E+03,-154.206024170E+00,+1.517336647050E+03
-3.445000E-03,-1.387185893997E+03,-154.206024170E+00,+1.537437149048E+03
-3.440000E-03,-1.397236145020E+03,-154.206024154E+00,+1.577638153076E+03
-3.435000E-03,-1.397236145020E+03,-73.804016113E+00,+1.577638153076E+03
-3.430000E-03,-1.437437149048E+03,-73.804016113E+00,+1.617839157104E+03
-3.425000E-03,-1.477638153076E+03,-93.904518095E+00,+1.617839157104E+03
-3.420000E-03,-1.517839157104E+03,-73.804016113E+00,+1.617839157088E+03
-3.415000E-03,-1.568090412124E+03,-73.804016113E+00,+1.647989910142E+03
-3.410000E-03,-1.558040161133E+03,-33.603012085E+00,+1.637939659102E+03
-3.405000E-03,-1.598241165161E+03,-33.603012085E+00,+1.647989910109E+03
-3.400000E-03,-1.638442169189E+03,+6.597991943E+00,+1.658040161133E+03
-3.395000E-03,-1.648492420180E+03,+6.597991943E+00,+1.738442169189E+03
-3.390000E-03,-1.698743675215E+03,+6.597991943E+00,+1.718341667159E+03
-3.385000E-03,-1.678643173218E+03,+6.597991943E+00,+1.738442169189E+03
-3.380000E-03,-1.759045181258E+03,+46.798995972E+00,+1.738442169189E+03
-3.375000E-03,-1.759045181274E+03,+46.798995972E+00,+1.738442169189E+03
-3.370000E-03,-1.799246185303E+03,+46.798995972E+00,+1.738442169189E+03
-3.365000E-03,-1.799246185303E+03,+87.000000000E+00,+1.748492420213E+03
-3.360000E-03,-1.839447189331E+03,+87.000000000E+00,+1.778643173235E+03
-3.355000E-03,-1.879648193359E+03,+87.000000000E+00,+1.778643173218E+03
-3.350000E-03,-1.919849197388E+03,+127.201004028E+00,+1.818844177246E+03
-3.345000E-03,-1.919849197388E+03,+127.201004028E+00,+1.818844177246E+03
-3.340000E-03,-1.919849197388E+03,+167.402008057E+00,+1.859045181257E+03
-3.335000E-03,-1.960050201416E+03,+137.251255018E+00,+1.859045181274E+03
-3.330000E-03,-1.960050201416E+03,+87.000000000E+00,+1.899246185303E+03
-3.325000E-03,-1.990200954420E+03,+46.798995972E+00,+1.929396938307E+03
-3.320000E-03,-1.919849197405E+03,+46.798995954E+00,+1.859045181292E+03
-3.315000E-03,-1.909798946398E+03,+36.748744982E+00,+1.869095432264E+03
-3.310000E-03,-1.859547691328E+03,+46.798995972E+00,+1.859045181274E+03
